created_at,screen_name,text,target
Sat Feb 06 05:37:54 +0000 2016,Lavanya542,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,Madhuli199,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,badillapedia,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:37:54 +0000 2016,Jasweer4,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,Karthik1240,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,Kavita598,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,Satyen_up23,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,Swapna140,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,998_shafi,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,ayesha503,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,Vedika300,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,karthick_maddy,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:54 +0000 2016,Poorvi121,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:37:55 +0000 2016,megameetei,"Auto Expo 2016: 79,000 Visitors On the First Day ",
Sat Feb 06 05:37:58 +0000 2016,gurpreet781,RT @IAMGURPREET1991: #AutoExpo2016 ,
Sat Feb 06 05:38:01 +0000 2016,MubeenRaza16,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:16 +0000 2016,Punga007,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:16 +0000 2016,raj_beri,ZAGAB!!!  ,
Sat Feb 06 05:38:17 +0000 2016,Finger_Chips,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:18 +0000 2016,dailyindiannews,It's been the most awaited and anticipated of Expos in India and it's turning out to be quite a hit. The Auto Expo 2016 holds a lot o...,
Sat Feb 06 05:38:19 +0000 2016,AwanBr111,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:19 +0000 2016,Readoneridex_NG,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:19 +0000 2016,souravkumar,Little kitty comes out to play! #Jaguar #XE #hotnesspersonified #wetpants @ Auto Expo - The… ,
Sat Feb 06 05:38:21 +0000 2016,Readoneridex_NG,"Auto Expo 2016: 79,000 Visitors On the First Day - News - NDTV  ",
Sat Feb 06 05:38:21 +0000 2016,RatanLang,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:23 +0000 2016,kamrank4u,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:23 +0000 2016,kuldeepgill081,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:23 +0000 2016,montuverma1233,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:24 +0000 2016,Mandeep1239,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:24 +0000 2016,Elakpvtltd,"RT @autoindnews: @AutoExpo2016 Component show kick-starts, projects India as a major destination for auto components ",
Sat Feb 06 05:38:24 +0000 2016,amritsinghyad1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:25 +0000 2016,Navi490470,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:25 +0000 2016,vinaywpx1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:26 +0000 2016,preet_gul,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:28 +0000 2016,Elakpvtltd,"RT @FedMogulCorp: Auto Expo 2016 Component show kick-starts, projects India as a major destination for auto components ",
Sat Feb 06 05:38:28 +0000 2016,neelampari181,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:29 +0000 2016,topnwsz,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of...  #topnews #news",
Sat Feb 06 05:38:29 +0000 2016,randhawa_amana,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:30 +0000 2016,Javeid_Khan,Not at the @AutoExpo2016 but this is one cracker of a car. The @VolvoAutoIndia #S60. @MotorBeam @sudeep_narayan ,
Sat Feb 06 05:38:30 +0000 2016,laxmi_sweet,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:32 +0000 2016,sarbindersingh1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:32 +0000 2016,AadarshBalak,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:32 +0000 2016,SAWINDERSINGH12,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:32 +0000 2016,masterajabsing1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:32 +0000 2016,ambikasukumar,Yamaha launches all new Roadster Motard – Yamaha MT-09 at the  13th Auto Expo ,
Sat Feb 06 05:38:33 +0000 2016,ravigagansweet4,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:33 +0000 2016,daljitsingh1581,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:34 +0000 2016,drsukhwindersi2,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:35 +0000 2016,sunta530,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:35 +0000 2016,themust007,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:36 +0000 2016,Punga007,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:37 +0000 2016,rajanguptaa013,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:37 +0000 2016,omsu3,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:40 +0000 2016,omsu3,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:40 +0000 2016,sunita9780,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:40 +0000 2016,iGameGuru,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:40 +0000 2016,sushilkoner,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:42 +0000 2016,KTN_PAKISTAN,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:42 +0000 2016,premeshwor,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:42 +0000 2016,amarchandnew,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India and it's turning out t...",
Sat Feb 06 05:38:42 +0000 2016,thakurjaswinde3,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:43 +0000 2016,Rideraven,"Catch all the big unveils of #AutoExpo2016, from cars to two-wheelers, on #TheAutocarShow at 11.30am on ETNOWlive ",
Sat Feb 06 05:38:44 +0000 2016,GEIndia,RT @GE_ITC: Our researchers are innovating with @MahindraRise to wirelessly charge electric vehicles. Check us out @AutoExpo2016,
Sat Feb 06 05:38:46 +0000 2016,yashu1960,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:46 +0000 2016,mayuresh2306,@FiatIndia @AutoExpo2016  Fiat Linea 125S,
Sat Feb 06 05:38:47 +0000 2016,LINTHOISANABAM,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:48 +0000 2016,Chhota_Bhim,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:50 +0000 2016,SanaMeetei,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:51 +0000 2016,harkirat88bajw1,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:38:53 +0000 2016,Premanandakont2,"Auto Expo 2016: 79,000 Visitors On the First Day: It's been the most awaited and anticipated of Expos in India... ",
Sat Feb 06 05:39:03 +0000 2016,Sanjib_kr,@anandmahindra @UmaTalreja Around 13-15 lakhs this would be a game changer. ,
Sat Feb 06 05:39:10 +0000 2016,manurealhd,"@taapsee @honda2wheelerin 
thats a place where u will be overshadowed by the wheels.. 
 #AutoExpo2016",
Sat Feb 06 05:39:17 +0000 2016,rushlane,Hat-trick for @HyundaiIndia  ,
Sat Feb 06 05:39:18 +0000 2016,SouLSteer,"@UMMotorcycles Renegade Commando &amp; Sport S launched by @Iamksgofficial #AutoExpo2016 

 ",
Sat Feb 06 05:39:26 +0000 2016,fearless_india,Hurray! No toll on DND flyway during Auto Expo ,
Sat Feb 06 05:39:28 +0000 2016,kevingmoraes,"RT @TheQuint: #AutoExpo2015 | @HyundaiIndia's Concept SUV that could rival Maruti’s #Brezza 
 ",
Sat Feb 06 05:39:39 +0000 2016,IndiaTriumph,"The day bold &amp; beautiful at the Auto Expo. Come and fuel your riding-obsession. 
#TriumphAtAutoExpo #ForTheRide ",
Sat Feb 06 05:39:49 +0000 2016,DrivesparkTa,???? ?????? ?????? ??????? ????? ????????? ????? ????... ???? ???????? ?????!  #??????????????,
Sat Feb 06 05:39:50 +0000 2016,vigim4789,Rapacious media crowd turns auto expo into hall of shame  #sad #fb,
Sat Feb 06 05:39:50 +0000 2016,thatsTamil,???? ?????? ?????? ??????? ????? ????????? ????? ????... ???? ???????? ?????!  #??????????????,
Sat Feb 06 05:40:09 +0000 2016,sunitakatyal,@GoodyearJOJ Congrats Guys #AutoExpo2016 #GYatAutoEXPO16 is trending #Goodyear ,
Sat Feb 06 05:40:09 +0000 2016,manoramaonline,"Luxury, sports cars biggest draw at Auto Expo. Read more @  ",
Sat Feb 06 05:40:10 +0000 2016,htTweets,"#AutoExpo2016 sees close to 80,000 motor enthusiasts on public day 1 (via @GulshanMWankar)  ",
Sat Feb 06 05:40:11 +0000 2016,shishirak,Amazing new scooter launches at #AutoExpo2016. I should reconsider buying one.,
Sat Feb 06 05:40:22 +0000 2016,marutiignis,2016 ??? ??????: ???? ?? ?????? ?? ?????? - Navbharat Times  via @NavbharatTimes,
Sat Feb 06 05:40:29 +0000 2016,Msmonica78Bassi,"RT @htTweets: #AutoExpo2016 sees close to 80,000 motor enthusiasts on public day 1 (via @GulshanMWankar)  .…",
Sat Feb 06 05:40:33 +0000 2016,madhav_bhatt100,"RT @htTweets: #AutoExpo2016 sees close to 80,000 motor enthusiasts on public day 1 (via @GulshanMWankar)  .…",
Sat Feb 06 05:40:38 +0000 2016,priyanka_dear,"A visit to the @GoodyearJOJ can make you win JBL FLIP 2.
Visit @AutoExpo2016 click a selfie with the astronaut n send it to #GYatAutoEXPO16",
Sat Feb 06 05:40:45 +0000 2016,adamssean533,Hurray! No toll on DND flyway during Auto Expo {zeenews} ,
Sat Feb 06 05:40:59 +0000 2016,ChantelleMendon,RT @HyundaiIndia: 3 ICOTY Awards in 3 years are a testimony of people's love for #Hyundai in India. #ExperienceHyundai #AutoExpo2016 https:…,
Sat Feb 06 05:41:05 +0000 2016,utkarshvsingh22,"RT @ZeeNews: Hurray! No toll on DND flyway during Auto Expo
 ",
Sat Feb 06 05:41:16 +0000 2016,surendracart,#autoexpo2016 #cartoonscape  @surendracart ,
Sat Feb 06 05:41:17 +0000 2016,Tanvir_sharma,RT @AutoExpo2016: RT @htcity Stars and the mean machine! #AutoExpo2016 @aliaa08 @imVkohli #AutoExpo #AudiAtAutoExpo #AETMS16 ,
Sat Feb 06 05:41:27 +0000 2016,allaboutdelhi,"Auto Expo 2016: 79,000 Visitors On the First Day ",
Sat Feb 06 05:41:32 +0000 2016,dipeshdutt,RT @anandmahindra: So how many of you think we should make this a production car? What engine capacity? At what prIce? ,
Sat Feb 06 05:41:36 +0000 2016,diparamakrishna,RT @surendracart: #autoexpo2016 #cartoonscape  @surendracart ,
Sat Feb 06 05:41:41 +0000 2016,IndiaTriumph,"The day bold &amp; beautiful at the #AutoExpo2016. Come &amp; fuel your riding-obsession. 
#TriumphAtAutoExpo #ForTheRide ",
Sat Feb 06 05:41:45 +0000 2016,princeranjith2,"RT @htTweets: #AutoExpo2016 sees close to 80,000 motor enthusiasts on public day 1 (via @GulshanMWankar)  .…",
Sat Feb 06 05:41:45 +0000 2016,QuikrCars,Heading to #AutoExpo2016 this weekend? Check out @QuikrCars stall Hall #2 on 2nd Floor to win the #Selfie contest! ,
Sat Feb 06 05:42:07 +0000 2016,vikasambwani01,"RT @IndiaTriumph: The day bold &amp; beautiful at the #AutoExpo2016. Come &amp; fuel your riding-obsession. 
#TriumphAtAutoExpo #ForTheRide https:/…",
Sat Feb 06 05:42:14 +0000 2016,ram_k27,RT @surendracart: #autoexpo2016 #cartoonscape  @surendracart ,
Sat Feb 06 05:42:18 +0000 2016,siddharth0310,attending Auto Expo - The Motor Show at Auto Expo - The Motor Show 2016 ,
Sat Feb 06 05:42:25 +0000 2016,vrsvno,"Selfie Fanatics, Take a snap with Asronaut at @GoodyearJOJ Auto Expo 2016 #GYatAutoEXPO16 to win JBL FLIP 2 ",
Sat Feb 06 05:42:29 +0000 2016,paikanishu,@YC_Redlined @ZicaTataMotors @TataMotors @AutoExpo2016 Or in-house developed 4-cylinder 1.4 or 1.5 CR engine by Tata will also be fine.,
Sat Feb 06 05:42:35 +0000 2016,RAJATGU23916714,"RT @Maruti_Corp: Come one, Come all! To #ExperienceTransformotion. ",
Sat Feb 06 05:42:39 +0000 2016,waqtzaya,"RT @SouLSteer: @UMMotorcycles Renegade Commando &amp; Sport S launched by @Iamksgofficial #AutoExpo2016 

 ",
Sat Feb 06 05:42:40 +0000 2016,AutoRevvin,"Wow #Renault's #Eolab Hybrid Concept car runs 100KM/L
@RenaultIndia @AutoExpo2016 #RenaultAtAutoExpo #AutoExpo2016 ",
Sat Feb 06 05:42:47 +0000 2016,Ketanagrawal007,"RT @taapsee: So see u all by 12 noon at #AutoExpo2016 @honda2wheelerin 
We have a surprise for u :)",
Sat Feb 06 05:43:16 +0000 2016,AutoExpo2016,"RT @IndiaTriumph: The day bold &amp; beautiful at the #AutoExpo2016. Come &amp; fuel your riding-obsession. 
#TriumphAtAutoExpo #ForTheRide https:/…",
Sat Feb 06 05:43:22 +0000 2016,katiyarvkas,"RT @IndiaToday: Alia Bhatt steals all the attention from #AutoExpo's swanky cars, in THAT dress:  ",
Sat Feb 06 05:43:23 +0000 2016,NaveenThisizz,"It's really a big Opportunity to Win a JBL Flip 2 At Auto Expo 16
 Visit @GoodyearJOJ Stall n Click a selfie With Astronaut #GYatAutoExpo16",
Sat Feb 06 05:43:27 +0000 2016,AutoRevvin,"RT @ETAuto: ETAuto | Auto Expo hits 80k, and it's only Day 1 ",
Sat Feb 06 05:43:29 +0000 2016,Dhyani1811,"RT @ETBIndia: Mr. Vinod Aggarwal, CEO, VE Commercial Vehicles introducing trucking intelligence at #EicherAutoExpo. #AETMS2016 …",
Sat Feb 06 05:43:47 +0000 2016,Ankitg18,"@IndiaTriumph @AutoExpo2016 #TriumphAtAutoExpo #ForTheRide Awesome ,most amazing &amp; exciting bikes only from #triumph love them",
Sat Feb 06 05:43:47 +0000 2016,PrajvinS,RT @HeroMotoCorp: The anti-gravity booth at #HeroAutoExpo seems to be liked by many including #Ranbir . Check him out. #AutoExpo2016 https:…,
